timestamp,train_id,sensor_type,value,unit,status,location,last_calibration
2025-09-10 13:35:43,T001,Door_Sensor,1.0,status,Door Open,Car_4,2025-08-26
2025-09-10 14:35:43,T001,Door_Sensor,1.0,status,Door Open,Car_1,2025-08-06
2025-09-10 15:35:43,T001,Door_Sensor,1.0,status,Door Open,Car_3,2025-08-10
2025-09-10 16:35:43,T001,Door_Sensor,1.0,status,Door Open,Car_4,2025-07-04
2025-09-10 17:35:43,T001,Door_Sensor,0.0,status,Normal,Car_1,2025-07-01
2025-09-10 18:35:43,T001,Door_Sensor,1.0,status,Door Open,Car_4,2025-09-05
2025-09-10 19:35:43,T001,Door_Sensor,0.0,status,Normal,Car_1,2025-08-17
2025-09-10 20:35:43,T001,Door_Sensor,1.0,status,Door Open,Car_3,2025-08-18
2025-09-10 21:35:43,T001,Door_Sensor,1.0,status,Door Open,Car_4,2025-09-05
2025-09-10 22:35:43,T001,Door_Sensor,1.0,status,Door Open,Car_1,2025-06-27
2025-09-10 23:35:43,T001,Door_Sensor,1.0,status,Door Open,Car_2,2025-07-25
2025-09-11 00:35:43,T001,Door_Sensor,1.0,status,Door Open,Car_1,2025-07-29
2025-09-11 01:35:43,T001,Door_Sensor,0.0,status,Normal,Car_3,2025-07-15
2025-09-11 02:35:43,T001,Door_Sensor,0.0,status,Normal,Car_1,2025-08-09
2025-09-11 03:35:43,T001,Door_Sensor,1.0,status,Door Open,Car_4,2025-08-13
2025-09-11 04:35:43,T001,Door_Sensor,1.0,status,Door Open,Car_1,2025-07-03
2025-09-11 05:35:43,T001,Door_Sensor,1.0,status,Door Open,Car_4,2025-08-21
2025-09-11 06:35:43,T001,Door_Sensor,0.0,status,Normal,Car_3,2025-07-03
2025-09-11 07:35:43,T001,Door_Sensor,0.0,status,Normal,Car_1,2025-08-21
2025-09-11 08:35:43,T001,Door_Sensor,0.0,status,Normal,Car_1,2025-07-09
2025-09-11 09:35:43,T001,Door_Sensor,0.0,status,Normal,Car_3,2025-08-03
2025-09-11 10:35:43,T001,Door_Sensor,0.0,status,Normal,Car_1,2025-08-07
2025-09-11 11:35:43,T001,Door_Sensor,1.0,status,Door Open,Car_2,2025-08-16
2025-09-11 12:35:43,T001,Door_Sensor,1.0,status,Door Open,Car_3,2025-08-19
2025-09-10 13:35:43,T001,Brake_Pressure,5.98,bar,Normal,Car_2,2025-08-06
2025-09-10 14:35:43,T001,Brake_Pressure,5.93,bar,Normal,Car_4,2025-08-31
2025-09-10 15:35:43,T001,Brake_Pressure,6.05,bar,Normal,Car_4,2025-07-20
